Source	Target	Weight
24hpf:otic placode	36hpf:notochord	0
24hpf:pectoral fin field	36hpf:notochord	0
24hpf:periderm	36hpf:notochord	0
24hpf:pharyngeal arch	36hpf:notochord	0
24hpf:pronephric duct	36hpf:notochord	0
24hpf:retinal pigmented epithelium	36hpf:notochord	0
24hpf:roofplate	36hpf:notochord	0
24hpf:spinal cord	36hpf:notochord	0
24hpf:tailbud mesoderm	36hpf:notochord	0
24hpf:telencephalon	36hpf:notochord	0
24hpf:xanthoblast	36hpf:notochord	0
24hpf:diencephalon	36hpf:olfactory placode	0
24hpf:differentiating neurons	36hpf:olfactory placode	0.0107784431137725
24hpf:differentiating neurons (dlx1a+)	36hpf:olfactory placode	0
24hpf:differentiating neurons (eomesa+)	36hpf:olfactory placode	0
24hpf:endothelial	36hpf:olfactory placode	0
24hpf:epidermal	36hpf:olfactory placode	0
24hpf:epidermal (foxi3a+)	36hpf:olfactory placode	0.0143712574850299
24hpf:erythroid	36hpf:olfactory placode	0
24hpf:floorplate	36hpf:olfactory placode	0
24hpf:gut	36hpf:olfactory placode	0.0131736526946108
24hpf:hatching gland	36hpf:olfactory placode	0
24hpf:heart	36hpf:olfactory placode	0
24hpf:hindbrain dorsal	36hpf:olfactory placode	0
24hpf:hindbrain ventral	36hpf:olfactory placode	0
24hpf:ionocyte	36hpf:olfactory placode	0
24hpf:lateral line primordium	36hpf:olfactory placode	0.0251497005988024
24hpf:lens placode	36hpf:olfactory placode	0.0131736526946108
24hpf:macrophage	36hpf:olfactory placode	0
24hpf:melanoblast	36hpf:olfactory placode	0
24hpf:midbrain	36hpf:olfactory placode	0.00479041916167665
24hpf:midbrain ventral	36hpf:olfactory placode	0
24hpf:myotome	36hpf:olfactory placode	0
24hpf:neural crest	36hpf:olfactory placode	0
24hpf:notochord	36hpf:olfactory placode	0
24hpf:olfactory placode	36hpf:olfactory placode	0.907784431137725
24hpf:optic cup	36hpf:olfactory placode	0
24hpf:optic primordia	36hpf:olfactory placode	0
24hpf:otic placode	36hpf:olfactory placode	0.00958083832335329
24hpf:pectoral fin field	36hpf:olfactory placode	0
24hpf:periderm	36hpf:olfactory placode	0
24hpf:pharyngeal arch	36hpf:olfactory placode	0
24hpf:pronephric duct	36hpf:olfactory placode	0
24hpf:retinal pigmented epithelium	36hpf:olfactory placode	0
24hpf:roofplate	36hpf:olfactory placode	0
24hpf:spinal cord	36hpf:olfactory placode	0
24hpf:tailbud mesoderm	36hpf:olfactory placode	0
24hpf:telencephalon	36hpf:olfactory placode	0.00119760479041916
24hpf:xanthoblast	36hpf:olfactory placode	0
24hpf:diencephalon	36hpf:optic cup	0.00539325842696629
24hpf:differentiating neurons	36hpf:optic cup	0.000449438202247191
24hpf:differentiating neurons (dlx1a+)	36hpf:optic cup	0
24hpf:differentiating neurons (eomesa+)	36hpf:optic cup	0
24hpf:endothelial	36hpf:optic cup	0.000898876404494382
24hpf:epidermal	36hpf:optic cup	0
24hpf:epidermal (foxi3a+)	36hpf:optic cup	0
24hpf:erythroid	36hpf:optic cup	0.00179775280898876
24hpf:floorplate	36hpf:optic cup	0
24hpf:gut	36hpf:optic cup	0.00359550561797753
24hpf:hatching gland	36hpf:optic cup	0.00179775280898876
24hpf:heart	36hpf:optic cup	0.000898876404494382
24hpf:hindbrain dorsal	36hpf:optic cup	0.00179775280898876
24hpf:hindbrain ventral	36hpf:optic cup	0
24hpf:ionocyte	36hpf:optic cup	0
24hpf:lateral line primordium	36hpf:optic cup	0
24hpf:lens placode	36hpf:optic cup	0.00853932584269663
24hpf:macrophage	36hpf:optic cup	0.0098876404494382
24hpf:melanoblast	36hpf:optic cup	0
24hpf:midbrain	36hpf:optic cup	0.101573033707865
24hpf:midbrain ventral	36hpf:optic cup	0
24hpf:myotome	36hpf:optic cup	0.00179775280898876
24hpf:neural crest	36hpf:optic cup	0.021123595505618
24hpf:notochord	36hpf:optic cup	0
24hpf:olfactory placode	36hpf:optic cup	0.00853932584269663
24hpf:optic cup	36hpf:optic cup	0.53752808988764
24hpf:optic primordia	36hpf:optic cup	0.273258426966292
24hpf:otic placode	36hpf:optic cup	0
24hpf:pectoral fin field	36hpf:optic cup	0
24hpf:periderm	36hpf:optic cup	0
24hpf:pharyngeal arch	36hpf:optic cup	0.00179775280898876
24hpf:pronephric duct	36hpf:optic cup	0
24hpf:retinal pigmented epithelium	36hpf:optic cup	0.00359550561797753
24hpf:roofplate	36hpf:optic cup	0.000898876404494382
24hpf:spinal cord	36hpf:optic cup	0.000898876404494382
24hpf:tailbud mesoderm	36hpf:optic cup	0
24hpf:telencephalon	36hpf:optic cup	0.0139325842696629
24hpf:xanthoblast	36hpf:optic cup	0
24hpf:diencephalon	36hpf:optic primordia	0
24hpf:differentiating neurons	36hpf:optic primordia	0
24hpf:differentiating neurons (dlx1a+)	36hpf:optic primordia	0
24hpf:differentiating neurons (eomesa+)	36hpf:optic primordia	0
24hpf:endothelial	36hpf:optic primordia	0
24hpf:epidermal	36hpf:optic primordia	0
24hpf:epidermal (foxi3a+)	36hpf:optic primordia	0
24hpf:erythroid	36hpf:optic primordia	0
24hpf:floorplate	36hpf:optic primordia	0
24hpf:gut	36hpf:optic primordia	0
24hpf:hatching gland	36hpf:optic primordia	0
24hpf:heart	36hpf:optic primordia	0.00176991150442478
24hpf:hindbrain dorsal	36hpf:optic primordia	0
24hpf:hindbrain ventral	36hpf:optic primordia	0
24hpf:ionocyte	36hpf:optic primordia	0
24hpf:lateral line primordium	36hpf:optic primordia	0
24hpf:lens placode	36hpf:optic primordia	0.00294985250737463
24hpf:macrophage	36hpf:optic primordia	0
24hpf:melanoblast	36hpf:optic primordia	0
24hpf:midbrain	36hpf:optic primordia	0.0123893805309735
24hpf:midbrain ventral	36hpf:optic primordia	0
24hpf:myotome	36hpf:optic primordia	0
24hpf:neural crest	36hpf:optic primordia	0.00117994100294985
24hpf:notochord	36hpf:optic primordia	0
24hpf:olfactory placode	36hpf:optic primordia	0
24hpf:optic cup	36hpf:optic primordia	0.27905604719764
24hpf:optic primordia	36hpf:optic primordia	0.697935103244838
24hpf:otic placode	36hpf:optic primordia	0
24hpf:pectoral fin field	36hpf:optic primordia	0
24hpf:periderm	36hpf:optic primordia	0
24hpf:pharyngeal arch	36hpf:optic primordia	0
24hpf:pronephric duct	36hpf:optic primordia	0
24hpf:retinal pigmented epithelium	36hpf:optic primordia	0.00471976401179941
24hpf:roofplate	36hpf:optic primordia	0
24hpf:spinal cord	36hpf:optic primordia	0
24hpf:tailbud mesoderm	36hpf:optic primordia	0
24hpf:telencephalon	36hpf:optic primordia	0
24hpf:xanthoblast	36hpf:optic primordia	0
24hpf:diencephalon	36hpf:otic placode	0
24hpf:differentiating neurons	36hpf:otic placode	0
24hpf:differentiating neurons (dlx1a+)	36hpf:otic placode	0
24hpf:differentiating neurons (eomesa+)	36hpf:otic placode	0
24hpf:endothelial	36hpf:otic placode	0
24hpf:epidermal	36hpf:otic placode	0
24hpf:epidermal (foxi3a+)	36hpf:otic placode	0.0012987012987013
24hpf:erythroid	36hpf:otic placode	0
24hpf:floorplate	36hpf:otic placode	0.0025974025974026
24hpf:gut	36hpf:otic placode	0
24hpf:hatching gland	36hpf:otic placode	0
24hpf:heart	36hpf:otic placode	0
24hpf:hindbrain dorsal	36hpf:otic placode	0
24hpf:hindbrain ventral	36hpf:otic placode	0
24hpf:ionocyte	36hpf:otic placode	0.0038961038961039
24hpf:lateral line primordium	36hpf:otic placode	0.0896103896103896
24hpf:lens placode	36hpf:otic placode	0
24hpf:macrophage	36hpf:otic placode	0
24hpf:melanoblast	36hpf:otic placode	0
24hpf:midbrain	36hpf:otic placode	0.0012987012987013
24hpf:midbrain ventral	36hpf:otic placode	0
24hpf:myotome	36hpf:otic placode	0
24hpf:neural crest	36hpf:otic placode	0
24hpf:notochord	36hpf:otic placode	0.0025974025974026
24hpf:olfactory placode	36hpf:otic placode	0.00909090909090909
24hpf:optic cup	36hpf:otic placode	0
24hpf:optic primordia	36hpf:otic placode	0
24hpf:otic placode	36hpf:otic placode	0.888311688311688
24hpf:pectoral fin field	36hpf:otic placode	0
24hpf:periderm	36hpf:otic placode	0
24hpf:pharyngeal arch	36hpf:otic placode	0
24hpf:pronephric duct	36hpf:otic placode	0
24hpf:retinal pigmented epithelium	36hpf:otic placode	0
24hpf:roofplate	36hpf:otic placode	0
24hpf:spinal cord	36hpf:otic placode	0
24hpf:tailbud mesoderm	36hpf:otic placode	0.0012987012987013
24hpf:telencephalon	36hpf:otic placode	0
24hpf:xanthoblast	36hpf:otic placode	0
24hpf:diencephalon	36hpf:pectoral fin field	0
24hpf:differentiating neurons	36hpf:pectoral fin field	0
24hpf:differentiating neurons (dlx1a+)	36hpf:pectoral fin field	0
24hpf:differentiating neurons (eomesa+)	36hpf:pectoral fin field	0
24hpf:endothelial	36hpf:pectoral fin field	0
24hpf:epidermal	36hpf:pectoral fin field	0
24hpf:epidermal (foxi3a+)	36hpf:pectoral fin field	0
24hpf:erythroid	36hpf:pectoral fin field	0
24hpf:floorplate	36hpf:pectoral fin field	0
24hpf:gut	36hpf:pectoral fin field	0
24hpf:hatching gland	36hpf:pectoral fin field	0
24hpf:heart	36hpf:pectoral fin field	0.252380952380952
24hpf:hindbrain dorsal	36hpf:pectoral fin field	0
24hpf:hindbrain ventral	36hpf:pectoral fin field	0
24hpf:ionocyte	36hpf:pectoral fin field	0
24hpf:lateral line primordium	36hpf:pectoral fin field	0
24hpf:lens placode	36hpf:pectoral fin field	0
24hpf:macrophage	36hpf:pectoral fin field	0
24hpf:melanoblast	36hpf:pectoral fin field	0
24hpf:midbrain	36hpf:pectoral fin field	0
24hpf:midbrain ventral	36hpf:pectoral fin field	0
24hpf:myotome	36hpf:pectoral fin field	0
24hpf:neural crest	36hpf:pectoral fin field	0.120238095238095
24hpf:notochord	36hpf:pectoral fin field	0
24hpf:olfactory placode	36hpf:pectoral fin field	0
24hpf:optic cup	36hpf:pectoral fin field	0
24hpf:optic primordia	36hpf:pectoral fin field	0
24hpf:otic placode	36hpf:pectoral fin field	0
24hpf:pectoral fin field	36hpf:pectoral fin field	0.0761904761904762
24hpf:periderm	36hpf:pectoral fin field	0
24hpf:pharyngeal arch	36hpf:pectoral fin field	0.551190476190476
24hpf:pronephric duct	36hpf:pectoral fin field	0
24hpf:retinal pigmented epithelium	36hpf:pectoral fin field	0
24hpf:roofplate	36hpf:pectoral fin field	0
24hpf:spinal cord	36hpf:pectoral fin field	0
24hpf:tailbud mesoderm	36hpf:pectoral fin field	0
24hpf:telencephalon	36hpf:pectoral fin field	0
24hpf:xanthoblast	36hpf:pectoral fin field	0
24hpf:diencephalon	36hpf:periderm	0
24hpf:differentiating neurons	36hpf:periderm	0
24hpf:differentiating neurons (dlx1a+)	36hpf:periderm	0
24hpf:differentiating neurons (eomesa+)	36hpf:periderm	0
24hpf:endothelial	36hpf:periderm	0
24hpf:epidermal	36hpf:periderm	0
24hpf:epidermal (foxi3a+)	36hpf:periderm	0.0047163798597833
24hpf:erythroid	36hpf:periderm	0
24hpf:floorplate	36hpf:periderm	0
24hpf:gut	36hpf:periderm	0.000127469725940089
24hpf:hatching gland	36hpf:periderm	0.000509878903760357
24hpf:heart	36hpf:periderm	0
24hpf:hindbrain dorsal	36hpf:periderm	0
24hpf:hindbrain ventral	36hpf:periderm	0
24hpf:ionocyte	36hpf:periderm	0.000892288081580625
24hpf:lateral line primordium	36hpf:periderm	0.00433397068196303
24hpf:lens placode	36hpf:periderm	0.00254939451880178
24hpf:macrophage	36hpf:periderm	0
24hpf:melanoblast	36hpf:periderm	0
24hpf:midbrain	36hpf:periderm	0
24hpf:midbrain ventral	36hpf:periderm	0
24hpf:myotome	36hpf:periderm	0
24hpf:neural crest	36hpf:periderm	0
24hpf:notochord	36hpf:periderm	0
24hpf:olfactory placode	36hpf:periderm	0
24hpf:optic cup	36hpf:periderm	0
24hpf:optic primordia	36hpf:periderm	0
24hpf:otic placode	36hpf:periderm	0
24hpf:pectoral fin field	36hpf:periderm	0
24hpf:periderm	36hpf:periderm	0.986870618228171
24hpf:pharyngeal arch	36hpf:periderm	0
24hpf:pronephric duct	36hpf:periderm	0
24hpf:retinal pigmented epithelium	36hpf:periderm	0
24hpf:roofplate	36hpf:periderm	0
24hpf:spinal cord	36hpf:periderm	0
24hpf:tailbud mesoderm	36hpf:periderm	0
24hpf:telencephalon	36hpf:periderm	0
24hpf:xanthoblast	36hpf:periderm	0
24hpf:diencephalon	36hpf:pharyngeal arch	0
24hpf:differentiating neurons	36hpf:pharyngeal arch	0
24hpf:differentiating neurons (dlx1a+)	36hpf:pharyngeal arch	0
24hpf:differentiating neurons (eomesa+)	36hpf:pharyngeal arch	0
24hpf:endothelial	36hpf:pharyngeal arch	0
24hpf:epidermal	36hpf:pharyngeal arch	0
24hpf:epidermal (foxi3a+)	36hpf:pharyngeal arch	0
24hpf:erythroid	36hpf:pharyngeal arch	0
24hpf:floorplate	36hpf:pharyngeal arch	0.000371517027863777
24hpf:gut	36hpf:pharyngeal arch	0.00086687306501548
24hpf:hatching gland	36hpf:pharyngeal arch	0
24hpf:heart	36hpf:pharyngeal arch	0.0375232198142415
24hpf:hindbrain dorsal	36hpf:pharyngeal arch	0
24hpf:hindbrain ventral	36hpf:pharyngeal arch	0
24hpf:ionocyte	36hpf:pharyngeal arch	0
24hpf:lateral line primordium	36hpf:pharyngeal arch	0.000123839009287926
24hpf:lens placode	36hpf:pharyngeal arch	0.000123839009287926
24hpf:macrophage	36hpf:pharyngeal arch	0
24hpf:melanoblast	36hpf:pharyngeal arch	0
24hpf:midbrain	36hpf:pharyngeal arch	0.000990712074303406
24hpf:midbrain ventral	36hpf:pharyngeal arch	0
24hpf:myotome	36hpf:pharyngeal arch	0.00854489164086687
24hpf:neural crest	36hpf:pharyngeal arch	0.0219195046439628
24hpf:notochord	36hpf:pharyngeal arch	0.000247678018575851
24hpf:olfactory placode	36hpf:pharyngeal arch	0
24hpf:optic cup	36hpf:pharyngeal arch	0.00136222910216718
24hpf:optic primordia	36hpf:pharyngeal arch	0
24hpf:otic placode	36hpf:pharyngeal arch	0.000619195046439629
24hpf:pectoral fin field	36hpf:pharyngeal arch	0
24hpf:periderm	36hpf:pharyngeal arch	0
24hpf:pharyngeal arch	36hpf:pharyngeal arch	0.922848297213622
24hpf:pronephric duct	36hpf:pharyngeal arch	0
24hpf:retinal pigmented epithelium	36hpf:pharyngeal arch	0
24hpf:roofplate	36hpf:pharyngeal arch	0.000619195046439629
24hpf:spinal cord	36hpf:pharyngeal arch	0.00111455108359133
24hpf:tailbud mesoderm	36hpf:pharyngeal arch	0.00272445820433437
24hpf:telencephalon	36hpf:pharyngeal arch	0
24hpf:xanthoblast	36hpf:pharyngeal arch	0
24hpf:diencephalon	36hpf:photoreceptors	0
24hpf:differentiating neurons	36hpf:photoreceptors	0.00776699029126214
24hpf:differentiating neurons (dlx1a+)	36hpf:photoreceptors	0
24hpf:differentiating neurons (eomesa+)	36hpf:photoreceptors	0
24hpf:endothelial	36hpf:photoreceptors	0
24hpf:epidermal	36hpf:photoreceptors	0
24hpf:epidermal (foxi3a+)	36hpf:photoreceptors	0
24hpf:erythroid	36hpf:photoreceptors	0
24hpf:floorplate	36hpf:photoreceptors	0
24hpf:gut	36hpf:photoreceptors	0
24hpf:hatching gland	36hpf:photoreceptors	0.0912621359223301
24hpf:heart	36hpf:photoreceptors	0
24hpf:hindbrain dorsal	36hpf:photoreceptors	0
24hpf:hindbrain ventral	36hpf:photoreceptors	0
24hpf:ionocyte	36hpf:photoreceptors	0
24hpf:lateral line primordium	36hpf:photoreceptors	0
24hpf:lens placode	36hpf:photoreceptors	0.0135922330097087
24hpf:macrophage	36hpf:photoreceptors	0
24hpf:melanoblast	36hpf:photoreceptors	0
24hpf:midbrain	36hpf:photoreceptors	0
24hpf:midbrain ventral	36hpf:photoreceptors	0
24hpf:myotome	36hpf:photoreceptors	0
24hpf:neural crest	36hpf:photoreceptors	0
24hpf:notochord	36hpf:photoreceptors	0
24hpf:olfactory placode	36hpf:photoreceptors	0.0776699029126214
24hpf:optic cup	36hpf:photoreceptors	0.805825242718447
24hpf:optic primordia	36hpf:photoreceptors	0.00194174757281553
24hpf:otic placode	36hpf:photoreceptors	0
24hpf:pectoral fin field	36hpf:photoreceptors	0
24hpf:periderm	36hpf:photoreceptors	0
24hpf:pharyngeal arch	36hpf:photoreceptors	0
24hpf:pronephric duct	36hpf:photoreceptors	0
24hpf:retinal pigmented epithelium	36hpf:photoreceptors	0
24hpf:roofplate	36hpf:photoreceptors	0
24hpf:spinal cord	36hpf:photoreceptors	0
24hpf:tailbud mesoderm	36hpf:photoreceptors	0
24hpf:telencephalon	36hpf:photoreceptors	0.00194174757281553
24hpf:xanthoblast	36hpf:photoreceptors	0
24hpf:diencephalon	36hpf:preoptic area	0
24hpf:differentiating neurons	36hpf:preoptic area	0
24hpf:differentiating neurons (dlx1a+)	36hpf:preoptic area	0
24hpf:differentiating neurons (eomesa+)	36hpf:preoptic area	0
24hpf:endothelial	36hpf:preoptic area	0
24hpf:epidermal	36hpf:preoptic area	0
24hpf:epidermal (foxi3a+)	36hpf:preoptic area	0
24hpf:erythroid	36hpf:preoptic area	0
24hpf:floorplate	36hpf:preoptic area	0
24hpf:gut	36hpf:preoptic area	0
24hpf:hatching gland	36hpf:preoptic area	0
24hpf:heart	36hpf:preoptic area	0
24hpf:hindbrain dorsal	36hpf:preoptic area	0
24hpf:hindbrain ventral	36hpf:preoptic area	0
24hpf:ionocyte	36hpf:preoptic area	0
24hpf:lateral line primordium	36hpf:preoptic area	0
24hpf:lens placode	36hpf:preoptic area	0
24hpf:macrophage	36hpf:preoptic area	0
24hpf:melanoblast	36hpf:preoptic area	0
24hpf:midbrain	36hpf:preoptic area	0
24hpf:midbrain ventral	36hpf:preoptic area	0
24hpf:myotome	36hpf:preoptic area	0
24hpf:neural crest	36hpf:preoptic area	0
24hpf:notochord	36hpf:preoptic area	0
24hpf:olfactory placode	36hpf:preoptic area	0
24hpf:optic cup	36hpf:preoptic area	0.94
24hpf:optic primordia	36hpf:preoptic area	0.06
24hpf:otic placode	36hpf:preoptic area	0
24hpf:pectoral fin field	36hpf:preoptic area	0
24hpf:periderm	36hpf:preoptic area	0
24hpf:pharyngeal arch	36hpf:preoptic area	0
24hpf:pronephric duct	36hpf:preoptic area	0
24hpf:retinal pigmented epithelium	36hpf:preoptic area	0
24hpf:roofplate	36hpf:preoptic area	0
24hpf:spinal cord	36hpf:preoptic area	0
24hpf:tailbud mesoderm	36hpf:preoptic area	0
24hpf:telencephalon	36hpf:preoptic area	0
24hpf:xanthoblast	36hpf:preoptic area	0
24hpf:diencephalon	36hpf:pronephric duct	0
24hpf:differentiating neurons	36hpf:pronephric duct	0
24hpf:differentiating neurons (dlx1a+)	36hpf:pronephric duct	0
24hpf:differentiating neurons (eomesa+)	36hpf:pronephric duct	0
24hpf:endothelial	36hpf:pronephric duct	0
24hpf:epidermal	36hpf:pronephric duct	0
24hpf:epidermal (foxi3a+)	36hpf:pronephric duct	0.0280701754385965
24hpf:erythroid	36hpf:pronephric duct	0
24hpf:floorplate	36hpf:pronephric duct	0
24hpf:gut	36hpf:pronephric duct	0.0666666666666667
24hpf:hatching gland	36hpf:pronephric duct	0
24hpf:heart	36hpf:pronephric duct	0
24hpf:hindbrain dorsal	36hpf:pronephric duct	0.0350877192982456
24hpf:hindbrain ventral	36hpf:pronephric duct	0
24hpf:ionocyte	36hpf:pronephric duct	0
24hpf:lateral line primordium	36hpf:pronephric duct	0.00701754385964912
24hpf:lens placode	36hpf:pronephric duct	0
24hpf:macrophage	36hpf:pronephric duct	0
24hpf:melanoblast	36hpf:pronephric duct	0
24hpf:midbrain	36hpf:pronephric duct	0
24hpf:midbrain ventral	36hpf:pronephric duct	0.00701754385964912
24hpf:myotome	36hpf:pronephric duct	0
24hpf:neural crest	36hpf:pronephric duct	0
24hpf:notochord	36hpf:pronephric duct	0
24hpf:olfactory placode	36hpf:pronephric duct	0.00701754385964912
24hpf:optic cup	36hpf:pronephric duct	0
24hpf:optic primordia	36hpf:pronephric duct	0
24hpf:otic placode	36hpf:pronephric duct	0
24hpf:pectoral fin field	36hpf:pronephric duct	0
24hpf:periderm	36hpf:pronephric duct	0
24hpf:pharyngeal arch	36hpf:pronephric duct	0
24hpf:pronephric duct	36hpf:pronephric duct	0.849122807017544
24hpf:retinal pigmented epithelium	36hpf:pronephric duct	0
24hpf:roofplate	36hpf:pronephric duct	0
24hpf:spinal cord	36hpf:pronephric duct	0
24hpf:tailbud mesoderm	36hpf:pronephric duct	0
24hpf:telencephalon	36hpf:pronephric duct	0
24hpf:xanthoblast	36hpf:pronephric duct	0
24hpf:diencephalon	36hpf:retinal bipolar cells	0
24hpf:differentiating neurons	36hpf:retinal bipolar cells	0.133333333333333
24hpf:differentiating neurons (dlx1a+)	36hpf:retinal bipolar cells	0
24hpf:differentiating neurons (eomesa+)	36hpf:retinal bipolar cells	0
24hpf:endothelial	36hpf:retinal bipolar cells	0.0333333333333333
24hpf:epidermal	36hpf:retinal bipolar cells	0
24hpf:epidermal (foxi3a+)	36hpf:retinal bipolar cells	0
24hpf:erythroid	36hpf:retinal bipolar cells	0
24hpf:floorplate	36hpf:retinal bipolar cells	0
24hpf:gut	36hpf:retinal bipolar cells	0
24hpf:hatching gland	36hpf:retinal bipolar cells	0.0166666666666667
24hpf:heart	36hpf:retinal bipolar cells	0
24hpf:hindbrain dorsal	36hpf:retinal bipolar cells	0
24hpf:hindbrain ventral	36hpf:retinal bipolar cells	0
24hpf:ionocyte	36hpf:retinal bipolar cells	0
24hpf:lateral line primordium	36hpf:retinal bipolar cells	0
24hpf:lens placode	36hpf:retinal bipolar cells	0
24hpf:macrophage	36hpf:retinal bipolar cells	0
24hpf:melanoblast	36hpf:retinal bipolar cells	0
24hpf:midbrain	36hpf:retinal bipolar cells	0.0166666666666667
24hpf:midbrain ventral	36hpf:retinal bipolar cells	0
24hpf:myotome	36hpf:retinal bipolar cells	0.0666666666666667
24hpf:neural crest	36hpf:retinal bipolar cells	0.05
24hpf:notochord	36hpf:retinal bipolar cells	0
24hpf:olfactory placode	36hpf:retinal bipolar cells	0
24hpf:optic cup	36hpf:retinal bipolar cells	0.683333333333333
24hpf:optic primordia	36hpf:retinal bipolar cells	0
24hpf:otic placode	36hpf:retinal bipolar cells	0
24hpf:pectoral fin field	36hpf:retinal bipolar cells	0
24hpf:periderm	36hpf:retinal bipolar cells	0
24hpf:pharyngeal arch	36hpf:retinal bipolar cells	0
24hpf:pronephric duct	36hpf:retinal bipolar cells	0
24hpf:retinal pigmented epithelium	36hpf:retinal bipolar cells	0
24hpf:roofplate	36hpf:retinal bipolar cells	0
24hpf:spinal cord	36hpf:retinal bipolar cells	0
24hpf:tailbud mesoderm	36hpf:retinal bipolar cells	0
24hpf:telencephalon	36hpf:retinal bipolar cells	0
24hpf:xanthoblast	36hpf:retinal bipolar cells	0
24hpf:diencephalon	36hpf:retinal ganglion cells	0
24hpf:differentiating neurons	36hpf:retinal ganglion cells	0.297624190064795
24hpf:differentiating neurons (dlx1a+)	36hpf:retinal ganglion cells	0.000431965442764579
24hpf:differentiating neurons (eomesa+)	36hpf:retinal ganglion cells	0.00345572354211663
24hpf:endothelial	36hpf:retinal ganglion cells	0
24hpf:epidermal	36hpf:retinal ganglion cells	0
24hpf:epidermal (foxi3a+)	36hpf:retinal ganglion cells	0
24hpf:erythroid	36hpf:retinal ganglion cells	0
24hpf:floorplate	36hpf:retinal ganglion cells	0
24hpf:gut	36hpf:retinal ganglion cells	0
24hpf:hatching gland	36hpf:retinal ganglion cells	0.00647948164146868
24hpf:heart	36hpf:retinal ganglion cells	0
24hpf:hindbrain dorsal	36hpf:retinal ganglion cells	0
24hpf:hindbrain ventral	36hpf:retinal ganglion cells	0
24hpf:ionocyte	36hpf:retinal ganglion cells	0
24hpf:lateral line primordium	36hpf:retinal ganglion cells	0
24hpf:lens placode	36hpf:retinal ganglion cells	0
24hpf:macrophage	36hpf:retinal ganglion cells	0
24hpf:melanoblast	36hpf:retinal ganglion cells	0
24hpf:midbrain	36hpf:retinal ganglion cells	0.00215982721382289
24hpf:midbrain ventral	36hpf:retinal ganglion cells	0
24hpf:myotome	36hpf:retinal ganglion cells	0
24hpf:neural crest	36hpf:retinal ganglion cells	0
24hpf:notochord	36hpf:retinal ganglion cells	0
24hpf:olfactory placode	36hpf:retinal ganglion cells	0
24hpf:optic cup	36hpf:retinal ganglion cells	0.687257019438445
24hpf:optic primordia	36hpf:retinal ganglion cells	0.00259179265658747
24hpf:otic placode	36hpf:retinal ganglion cells	0
24hpf:pectoral fin field	36hpf:retinal ganglion cells	0
24hpf:periderm	36hpf:retinal ganglion cells	0
24hpf:pharyngeal arch	36hpf:retinal ganglion cells	0
24hpf:pronephric duct	36hpf:retinal ganglion cells	0
24hpf:retinal pigmented epithelium	36hpf:retinal ganglion cells	0
24hpf:roofplate	36hpf:retinal ganglion cells	0
24hpf:spinal cord	36hpf:retinal ganglion cells	0
24hpf:tailbud mesoderm	36hpf:retinal ganglion cells	0
24hpf:telencephalon	36hpf:retinal ganglion cells	0
24hpf:xanthoblast	36hpf:retinal ganglion cells	0
24hpf:diencephalon	36hpf:retinal interneurons	0
24hpf:differentiating neurons	36hpf:retinal interneurons	0.174545454545455
24hpf:differentiating neurons (dlx1a+)	36hpf:retinal interneurons	0
24hpf:differentiating neurons (eomesa+)	36hpf:retinal interneurons	0.0181818181818182
24hpf:endothelial	36hpf:retinal interneurons	0
24hpf:epidermal	36hpf:retinal interneurons	0
24hpf:epidermal (foxi3a+)	36hpf:retinal interneurons	0
24hpf:erythroid	36hpf:retinal interneurons	0
24hpf:floorplate	36hpf:retinal interneurons	0
24hpf:gut	36hpf:retinal interneurons	0
24hpf:hatching gland	36hpf:retinal interneurons	0.00363636363636364
24hpf:heart	36hpf:retinal interneurons	0
24hpf:hindbrain dorsal	36hpf:retinal interneurons	0
24hpf:hindbrain ventral	36hpf:retinal interneurons	0
24hpf:ionocyte	36hpf:retinal interneurons	0
24hpf:lateral line primordium	36hpf:retinal interneurons	0
24hpf:lens placode	36hpf:retinal interneurons	0
24hpf:macrophage	36hpf:retinal interneurons	0
24hpf:melanoblast	36hpf:retinal interneurons	0
24hpf:midbrain	36hpf:retinal interneurons	0
24hpf:midbrain ventral	36hpf:retinal interneurons	0
24hpf:myotome	36hpf:retinal interneurons	0
24hpf:neural crest	36hpf:retinal interneurons	0
24hpf:notochord	36hpf:retinal interneurons	0
24hpf:olfactory placode	36hpf:retinal interneurons	0
24hpf:optic cup	36hpf:retinal interneurons	0.803636363636364
24hpf:optic primordia	36hpf:retinal interneurons	0
24hpf:otic placode	36hpf:retinal interneurons	0
24hpf:pectoral fin field	36hpf:retinal interneurons	0
24hpf:periderm	36hpf:retinal interneurons	0
24hpf:pharyngeal arch	36hpf:retinal interneurons	0
24hpf:pronephric duct	36hpf:retinal interneurons	0
24hpf:retinal pigmented epithelium	36hpf:retinal interneurons	0
24hpf:roofplate	36hpf:retinal interneurons	0
24hpf:spinal cord	36hpf:retinal interneurons	0
24hpf:tailbud mesoderm	36hpf:retinal interneurons	0
24hpf:telencephalon	36hpf:retinal interneurons	0
24hpf:xanthoblast	36hpf:retinal interneurons	0
24hpf:diencephalon	36hpf:retinal pigmented epithelium	0
24hpf:differentiating neurons	36hpf:retinal pigmented epithelium	0.00568181818181818
24hpf:differentiating neurons (dlx1a+)	36hpf:retinal pigmented epithelium	0
24hpf:differentiating neurons (eomesa+)	36hpf:retinal pigmented epithelium	0
24hpf:endothelial	36hpf:retinal pigmented epithelium	0
