Source	Target	Weight
18hpf:optic primordia	21hpf:midbrain	0.000767018216682646
18hpf:otic placode	21hpf:midbrain	0
18hpf:pectoral fin field	21hpf:midbrain	0
18hpf:periderm	21hpf:midbrain	0
18hpf:pharyngeal arch	21hpf:midbrain	0
18hpf:pronephric duct	21hpf:midbrain	0
18hpf:retinal pigmented epithelium	21hpf:midbrain	0
18hpf:spinal cord	21hpf:midbrain	0.00479386385426654
18hpf:tailbud mesoderm	21hpf:midbrain	0
18hpf:telencephalon	21hpf:midbrain	0.000958772770853308
18hpf:anterior neural ridge	21hpf:midbrain ventral	0
18hpf:blood island	21hpf:midbrain ventral	0
18hpf:diencephalon	21hpf:midbrain ventral	0.00212765957446809
18hpf:differentiating neurons	21hpf:midbrain ventral	0.0297872340425532
18hpf:endothelial	21hpf:midbrain ventral	0
18hpf:epidermal	21hpf:midbrain ventral	0
18hpf:epidermal (foxi3a+)	21hpf:midbrain ventral	0
18hpf:floorplate	21hpf:midbrain ventral	0.0226950354609929
18hpf:gut	21hpf:midbrain ventral	0
18hpf:hatching gland	21hpf:midbrain ventral	0
18hpf:heart	21hpf:midbrain ventral	0
18hpf:hindbrain dorsal	21hpf:midbrain ventral	0.00921985815602837
18hpf:hindbrain ventral	21hpf:midbrain ventral	0.0390070921985816
18hpf:ionocyte	21hpf:midbrain ventral	0
18hpf:lateral line primordium	21hpf:midbrain ventral	0
18hpf:lens placode	21hpf:midbrain ventral	0
18hpf:macrophage	21hpf:midbrain ventral	0
18hpf:midbrain	21hpf:midbrain ventral	0.731914893617021
18hpf:myotome	21hpf:midbrain ventral	0
18hpf:neural crest	21hpf:midbrain ventral	0
18hpf:notochord	21hpf:midbrain ventral	0
18hpf:olfactory placode	21hpf:midbrain ventral	0
18hpf:optic cup	21hpf:midbrain ventral	0
18hpf:optic primordia	21hpf:midbrain ventral	0
18hpf:otic placode	21hpf:midbrain ventral	0
18hpf:pectoral fin field	21hpf:midbrain ventral	0
18hpf:periderm	21hpf:midbrain ventral	0
18hpf:pharyngeal arch	21hpf:midbrain ventral	0
18hpf:pronephric duct	21hpf:midbrain ventral	0
18hpf:retinal pigmented epithelium	21hpf:midbrain ventral	0
18hpf:spinal cord	21hpf:midbrain ventral	0.163829787234043
18hpf:tailbud mesoderm	21hpf:midbrain ventral	0
18hpf:telencephalon	21hpf:midbrain ventral	0.00141843971631206
18hpf:anterior neural ridge	21hpf:myotome	0
18hpf:blood island	21hpf:myotome	0
18hpf:diencephalon	21hpf:myotome	0
18hpf:differentiating neurons	21hpf:myotome	0
18hpf:endothelial	21hpf:myotome	0
18hpf:epidermal	21hpf:myotome	0
18hpf:epidermal (foxi3a+)	21hpf:myotome	0
18hpf:floorplate	21hpf:myotome	0
18hpf:gut	21hpf:myotome	0
18hpf:hatching gland	21hpf:myotome	0
18hpf:heart	21hpf:myotome	0
18hpf:hindbrain dorsal	21hpf:myotome	0
18hpf:hindbrain ventral	21hpf:myotome	0
18hpf:ionocyte	21hpf:myotome	0
18hpf:lateral line primordium	21hpf:myotome	0
18hpf:lens placode	21hpf:myotome	0
18hpf:macrophage	21hpf:myotome	0
18hpf:midbrain	21hpf:myotome	0
18hpf:myotome	21hpf:myotome	0.993529411764706
18hpf:neural crest	21hpf:myotome	0
18hpf:notochord	21hpf:myotome	0
18hpf:olfactory placode	21hpf:myotome	0
18hpf:optic cup	21hpf:myotome	0
18hpf:optic primordia	21hpf:myotome	0
18hpf:otic placode	21hpf:myotome	0
18hpf:pectoral fin field	21hpf:myotome	0
18hpf:periderm	21hpf:myotome	0
18hpf:pharyngeal arch	21hpf:myotome	0
18hpf:pronephric duct	21hpf:myotome	0
18hpf:retinal pigmented epithelium	21hpf:myotome	0
18hpf:spinal cord	21hpf:myotome	0
18hpf:tailbud mesoderm	21hpf:myotome	0.00647058823529412
18hpf:telencephalon	21hpf:myotome	0
18hpf:anterior neural ridge	21hpf:neural crest	0
18hpf:blood island	21hpf:neural crest	0.00344827586206897
18hpf:diencephalon	21hpf:neural crest	0
18hpf:differentiating neurons	21hpf:neural crest	0
18hpf:endothelial	21hpf:neural crest	0.00551724137931034
18hpf:epidermal	21hpf:neural crest	0
18hpf:epidermal (foxi3a+)	21hpf:neural crest	0
18hpf:floorplate	21hpf:neural crest	0.000689655172413793
18hpf:gut	21hpf:neural crest	0
18hpf:hatching gland	21hpf:neural crest	0
18hpf:heart	21hpf:neural crest	0.0289655172413793
18hpf:hindbrain dorsal	21hpf:neural crest	0
18hpf:hindbrain ventral	21hpf:neural crest	0
18hpf:ionocyte	21hpf:neural crest	0
18hpf:lateral line primordium	21hpf:neural crest	0.000689655172413793
18hpf:lens placode	21hpf:neural crest	0
18hpf:macrophage	21hpf:neural crest	0
18hpf:midbrain	21hpf:neural crest	0.000689655172413793
18hpf:myotome	21hpf:neural crest	0
18hpf:neural crest	21hpf:neural crest	0.938620689655172
18hpf:notochord	21hpf:neural crest	0.00137931034482759
18hpf:olfactory placode	21hpf:neural crest	0
18hpf:optic cup	21hpf:neural crest	0.00137931034482759
18hpf:optic primordia	21hpf:neural crest	0.00206896551724138
18hpf:otic placode	21hpf:neural crest	0
18hpf:pectoral fin field	21hpf:neural crest	0
18hpf:periderm	21hpf:neural crest	0
18hpf:pharyngeal arch	21hpf:neural crest	0.016551724137931
18hpf:pronephric duct	21hpf:neural crest	0
18hpf:retinal pigmented epithelium	21hpf:neural crest	0
18hpf:spinal cord	21hpf:neural crest	0
18hpf:tailbud mesoderm	21hpf:neural crest	0
18hpf:telencephalon	21hpf:neural crest	0
18hpf:anterior neural ridge	21hpf:notochord	0
18hpf:blood island	21hpf:notochord	0
18hpf:diencephalon	21hpf:notochord	0
18hpf:differentiating neurons	21hpf:notochord	0
18hpf:endothelial	21hpf:notochord	0
18hpf:epidermal	21hpf:notochord	0
18hpf:epidermal (foxi3a+)	21hpf:notochord	0
18hpf:floorplate	21hpf:notochord	0.0119047619047619
18hpf:gut	21hpf:notochord	0.0714285714285714
18hpf:hatching gland	21hpf:notochord	0
18hpf:heart	21hpf:notochord	0
18hpf:hindbrain dorsal	21hpf:notochord	0
18hpf:hindbrain ventral	21hpf:notochord	0
18hpf:ionocyte	21hpf:notochord	0
18hpf:lateral line primordium	21hpf:notochord	0
18hpf:lens placode	21hpf:notochord	0
18hpf:macrophage	21hpf:notochord	0
18hpf:midbrain	21hpf:notochord	0.00476190476190476
18hpf:myotome	21hpf:notochord	0
18hpf:neural crest	21hpf:notochord	0
18hpf:notochord	21hpf:notochord	0.895238095238095
18hpf:olfactory placode	21hpf:notochord	0
18hpf:optic cup	21hpf:notochord	0
18hpf:optic primordia	21hpf:notochord	0
18hpf:otic placode	21hpf:notochord	0
18hpf:pectoral fin field	21hpf:notochord	0
18hpf:periderm	21hpf:notochord	0
18hpf:pharyngeal arch	21hpf:notochord	0
18hpf:pronephric duct	21hpf:notochord	0
18hpf:retinal pigmented epithelium	21hpf:notochord	0
18hpf:spinal cord	21hpf:notochord	0
18hpf:tailbud mesoderm	21hpf:notochord	0.0166666666666667
18hpf:telencephalon	21hpf:notochord	0
18hpf:anterior neural ridge	21hpf:olfactory placode	0
18hpf:blood island	21hpf:olfactory placode	0
18hpf:diencephalon	21hpf:olfactory placode	0
18hpf:differentiating neurons	21hpf:olfactory placode	0.336170212765957
18hpf:endothelial	21hpf:olfactory placode	0
18hpf:epidermal	21hpf:olfactory placode	0
18hpf:epidermal (foxi3a+)	21hpf:olfactory placode	0
18hpf:floorplate	21hpf:olfactory placode	0
18hpf:gut	21hpf:olfactory placode	0
18hpf:hatching gland	21hpf:olfactory placode	0
18hpf:heart	21hpf:olfactory placode	0
18hpf:hindbrain dorsal	21hpf:olfactory placode	0
18hpf:hindbrain ventral	21hpf:olfactory placode	0
18hpf:ionocyte	21hpf:olfactory placode	0
18hpf:lateral line primordium	21hpf:olfactory placode	0.00425531914893617
18hpf:lens placode	21hpf:olfactory placode	0.263829787234043
18hpf:macrophage	21hpf:olfactory placode	0
18hpf:midbrain	21hpf:olfactory placode	0
18hpf:myotome	21hpf:olfactory placode	0
18hpf:neural crest	21hpf:olfactory placode	0
18hpf:notochord	21hpf:olfactory placode	0
18hpf:olfactory placode	21hpf:olfactory placode	0.395744680851064
18hpf:optic cup	21hpf:olfactory placode	0
18hpf:optic primordia	21hpf:olfactory placode	0
18hpf:otic placode	21hpf:olfactory placode	0
18hpf:pectoral fin field	21hpf:olfactory placode	0
18hpf:periderm	21hpf:olfactory placode	0
18hpf:pharyngeal arch	21hpf:olfactory placode	0
18hpf:pronephric duct	21hpf:olfactory placode	0
18hpf:retinal pigmented epithelium	21hpf:olfactory placode	0
18hpf:spinal cord	21hpf:olfactory placode	0
18hpf:tailbud mesoderm	21hpf:olfactory placode	0
18hpf:telencephalon	21hpf:olfactory placode	0
18hpf:anterior neural ridge	21hpf:optic cup	0
18hpf:blood island	21hpf:optic cup	0.00977198697068404
18hpf:diencephalon	21hpf:optic cup	0.0371335504885993
18hpf:differentiating neurons	21hpf:optic cup	0
18hpf:endothelial	21hpf:optic cup	0
18hpf:epidermal	21hpf:optic cup	0.00325732899022801
18hpf:epidermal (foxi3a+)	21hpf:optic cup	0
18hpf:floorplate	21hpf:optic cup	0
18hpf:gut	21hpf:optic cup	0
18hpf:hatching gland	21hpf:optic cup	0
18hpf:heart	21hpf:optic cup	0.00325732899022801
18hpf:hindbrain dorsal	21hpf:optic cup	0
18hpf:hindbrain ventral	21hpf:optic cup	0.00325732899022801
18hpf:ionocyte	21hpf:optic cup	0
18hpf:lateral line primordium	21hpf:optic cup	0
18hpf:lens placode	21hpf:optic cup	0.0247557003257329
18hpf:macrophage	21hpf:optic cup	0.00651465798045603
18hpf:midbrain	21hpf:optic cup	0.0351791530944625
18hpf:myotome	21hpf:optic cup	0.00325732899022801
18hpf:neural crest	21hpf:optic cup	0
18hpf:notochord	21hpf:optic cup	0
18hpf:olfactory placode	21hpf:optic cup	0
18hpf:optic cup	21hpf:optic cup	0.562866449511401
18hpf:optic primordia	21hpf:optic cup	0.297068403908795
18hpf:otic placode	21hpf:optic cup	0
18hpf:pectoral fin field	21hpf:optic cup	0
18hpf:periderm	21hpf:optic cup	0
18hpf:pharyngeal arch	21hpf:optic cup	0
18hpf:pronephric duct	21hpf:optic cup	0
18hpf:retinal pigmented epithelium	21hpf:optic cup	0.00325732899022801
18hpf:spinal cord	21hpf:optic cup	0.00651465798045603
18hpf:tailbud mesoderm	21hpf:optic cup	0
18hpf:telencephalon	21hpf:optic cup	0.00390879478827362
18hpf:anterior neural ridge	21hpf:optic primordia	0
18hpf:blood island	21hpf:optic primordia	0
18hpf:diencephalon	21hpf:optic primordia	0.00650887573964497
18hpf:differentiating neurons	21hpf:optic primordia	0.00591715976331361
18hpf:endothelial	21hpf:optic primordia	0
18hpf:epidermal	21hpf:optic primordia	0
18hpf:epidermal (foxi3a+)	21hpf:optic primordia	0
18hpf:floorplate	21hpf:optic primordia	0
18hpf:gut	21hpf:optic primordia	0
18hpf:hatching gland	21hpf:optic primordia	0
18hpf:heart	21hpf:optic primordia	0
18hpf:hindbrain dorsal	21hpf:optic primordia	0
18hpf:hindbrain ventral	21hpf:optic primordia	0.0029585798816568
18hpf:ionocyte	21hpf:optic primordia	0
18hpf:lateral line primordium	21hpf:optic primordia	0
18hpf:lens placode	21hpf:optic primordia	0.0153846153846154
18hpf:macrophage	21hpf:optic primordia	0
18hpf:midbrain	21hpf:optic primordia	0.00532544378698225
18hpf:myotome	21hpf:optic primordia	0
18hpf:neural crest	21hpf:optic primordia	0
18hpf:notochord	21hpf:optic primordia	0
18hpf:olfactory placode	21hpf:optic primordia	0
18hpf:optic cup	21hpf:optic primordia	0.406508875739645
18hpf:optic primordia	21hpf:optic primordia	0.550295857988166
18hpf:otic placode	21hpf:optic primordia	0
18hpf:pectoral fin field	21hpf:optic primordia	0
18hpf:periderm	21hpf:optic primordia	0
18hpf:pharyngeal arch	21hpf:optic primordia	0
18hpf:pronephric duct	21hpf:optic primordia	0
18hpf:retinal pigmented epithelium	21hpf:optic primordia	0.00414201183431953
18hpf:spinal cord	21hpf:optic primordia	0
18hpf:tailbud mesoderm	21hpf:optic primordia	0
18hpf:telencephalon	21hpf:optic primordia	0.0029585798816568
18hpf:anterior neural ridge	21hpf:otic placode	0.0181818181818182
18hpf:blood island	21hpf:otic placode	0
18hpf:diencephalon	21hpf:otic placode	0
18hpf:differentiating neurons	21hpf:otic placode	0
18hpf:endothelial	21hpf:otic placode	0
18hpf:epidermal	21hpf:otic placode	0.00727272727272727
18hpf:epidermal (foxi3a+)	21hpf:otic placode	0
18hpf:floorplate	21hpf:otic placode	0
18hpf:gut	21hpf:otic placode	0
18hpf:hatching gland	21hpf:otic placode	0
18hpf:heart	21hpf:otic placode	0
18hpf:hindbrain dorsal	21hpf:otic placode	0
18hpf:hindbrain ventral	21hpf:otic placode	0
18hpf:ionocyte	21hpf:otic placode	0
18hpf:lateral line primordium	21hpf:otic placode	0.196363636363636
18hpf:lens placode	21hpf:otic placode	0
18hpf:macrophage	21hpf:otic placode	0
18hpf:midbrain	21hpf:otic placode	0
18hpf:myotome	21hpf:otic placode	0
18hpf:neural crest	21hpf:otic placode	0
18hpf:notochord	21hpf:otic placode	0
18hpf:olfactory placode	21hpf:otic placode	0
18hpf:optic cup	21hpf:otic placode	0
18hpf:optic primordia	21hpf:otic placode	0
18hpf:otic placode	21hpf:otic placode	0.778181818181818
18hpf:pectoral fin field	21hpf:otic placode	0
18hpf:periderm	21hpf:otic placode	0
18hpf:pharyngeal arch	21hpf:otic placode	0
18hpf:pronephric duct	21hpf:otic placode	0
18hpf:retinal pigmented epithelium	21hpf:otic placode	0
18hpf:spinal cord	21hpf:otic placode	0
18hpf:tailbud mesoderm	21hpf:otic placode	0
18hpf:telencephalon	21hpf:otic placode	0
18hpf:anterior neural ridge	21hpf:pectoral fin field	0
18hpf:blood island	21hpf:pectoral fin field	0
18hpf:diencephalon	21hpf:pectoral fin field	0
18hpf:differentiating neurons	21hpf:pectoral fin field	0
18hpf:endothelial	21hpf:pectoral fin field	0
18hpf:epidermal	21hpf:pectoral fin field	0
18hpf:epidermal (foxi3a+)	21hpf:pectoral fin field	0
18hpf:floorplate	21hpf:pectoral fin field	0
18hpf:gut	21hpf:pectoral fin field	0
18hpf:hatching gland	21hpf:pectoral fin field	0
18hpf:heart	21hpf:pectoral fin field	0.17037037037037
18hpf:hindbrain dorsal	21hpf:pectoral fin field	0
18hpf:hindbrain ventral	21hpf:pectoral fin field	0
18hpf:ionocyte	21hpf:pectoral fin field	0
18hpf:lateral line primordium	21hpf:pectoral fin field	0
18hpf:lens placode	21hpf:pectoral fin field	0
18hpf:macrophage	21hpf:pectoral fin field	0
18hpf:midbrain	21hpf:pectoral fin field	0
18hpf:myotome	21hpf:pectoral fin field	0
18hpf:neural crest	21hpf:pectoral fin field	0
18hpf:notochord	21hpf:pectoral fin field	0
18hpf:olfactory placode	21hpf:pectoral fin field	0
18hpf:optic cup	21hpf:pectoral fin field	0
18hpf:optic primordia	21hpf:pectoral fin field	0
18hpf:otic placode	21hpf:pectoral fin field	0
18hpf:pectoral fin field	21hpf:pectoral fin field	0.82962962962963
18hpf:periderm	21hpf:pectoral fin field	0
18hpf:pharyngeal arch	21hpf:pectoral fin field	0
18hpf:pronephric duct	21hpf:pectoral fin field	0
18hpf:retinal pigmented epithelium	21hpf:pectoral fin field	0
18hpf:spinal cord	21hpf:pectoral fin field	0
18hpf:tailbud mesoderm	21hpf:pectoral fin field	0
18hpf:telencephalon	21hpf:pectoral fin field	0
18hpf:anterior neural ridge	21hpf:periderm	0
18hpf:blood island	21hpf:periderm	0
18hpf:diencephalon	21hpf:periderm	0
18hpf:differentiating neurons	21hpf:periderm	0
18hpf:endothelial	21hpf:periderm	0
18hpf:epidermal	21hpf:periderm	0
18hpf:epidermal (foxi3a+)	21hpf:periderm	0.0133333333333333
18hpf:floorplate	21hpf:periderm	0
18hpf:gut	21hpf:periderm	0.00555555555555556
18hpf:hatching gland	21hpf:periderm	0
18hpf:heart	21hpf:periderm	0
18hpf:hindbrain dorsal	21hpf:periderm	0
18hpf:hindbrain ventral	21hpf:periderm	0
18hpf:ionocyte	21hpf:periderm	0
18hpf:lateral line primordium	21hpf:periderm	0.00666666666666667
18hpf:lens placode	21hpf:periderm	0
18hpf:macrophage	21hpf:periderm	0
18hpf:midbrain	21hpf:periderm	0
18hpf:myotome	21hpf:periderm	0
18hpf:neural crest	21hpf:periderm	0
18hpf:notochord	21hpf:periderm	0
18hpf:olfactory placode	21hpf:periderm	0
18hpf:optic cup	21hpf:periderm	0
18hpf:optic primordia	21hpf:periderm	0
18hpf:otic placode	21hpf:periderm	0
18hpf:pectoral fin field	21hpf:periderm	0
18hpf:periderm	21hpf:periderm	0.974444444444444
18hpf:pharyngeal arch	21hpf:periderm	0
18hpf:pronephric duct	21hpf:periderm	0
18hpf:retinal pigmented epithelium	21hpf:periderm	0
18hpf:spinal cord	21hpf:periderm	0
18hpf:tailbud mesoderm	21hpf:periderm	0
18hpf:telencephalon	21hpf:periderm	0
18hpf:anterior neural ridge	21hpf:pharyngeal arch	0
18hpf:blood island	21hpf:pharyngeal arch	0
18hpf:diencephalon	21hpf:pharyngeal arch	0
18hpf:differentiating neurons	21hpf:pharyngeal arch	0
18hpf:endothelial	21hpf:pharyngeal arch	0.00202429149797571
18hpf:epidermal	21hpf:pharyngeal arch	0
18hpf:epidermal (foxi3a+)	21hpf:pharyngeal arch	0
18hpf:floorplate	21hpf:pharyngeal arch	0.000809716599190283
18hpf:gut	21hpf:pharyngeal arch	0.00121457489878543
18hpf:hatching gland	21hpf:pharyngeal arch	0
18hpf:heart	21hpf:pharyngeal arch	0.0242914979757085
18hpf:hindbrain dorsal	21hpf:pharyngeal arch	0
18hpf:hindbrain ventral	21hpf:pharyngeal arch	0
18hpf:ionocyte	21hpf:pharyngeal arch	0
18hpf:lateral line primordium	21hpf:pharyngeal arch	0
18hpf:lens placode	21hpf:pharyngeal arch	0
18hpf:macrophage	21hpf:pharyngeal arch	0
18hpf:midbrain	21hpf:pharyngeal arch	0
18hpf:myotome	21hpf:pharyngeal arch	0.0194331983805668
18hpf:neural crest	21hpf:pharyngeal arch	0.163157894736842
18hpf:notochord	21hpf:pharyngeal arch	0
18hpf:olfactory placode	21hpf:pharyngeal arch	0
18hpf:optic cup	21hpf:pharyngeal arch	0
18hpf:optic primordia	21hpf:pharyngeal arch	0
18hpf:otic placode	21hpf:pharyngeal arch	0
18hpf:pectoral fin field	21hpf:pharyngeal arch	0
18hpf:periderm	21hpf:pharyngeal arch	0
18hpf:pharyngeal arch	21hpf:pharyngeal arch	0.789068825910931
18hpf:pronephric duct	21hpf:pharyngeal arch	0
18hpf:retinal pigmented epithelium	21hpf:pharyngeal arch	0
18hpf:spinal cord	21hpf:pharyngeal arch	0
18hpf:tailbud mesoderm	21hpf:pharyngeal arch	0
18hpf:telencephalon	21hpf:pharyngeal arch	0
18hpf:anterior neural ridge	21hpf:pronephric duct	0
18hpf:blood island	21hpf:pronephric duct	0
18hpf:diencephalon	21hpf:pronephric duct	0
18hpf:differentiating neurons	21hpf:pronephric duct	0
18hpf:endothelial	21hpf:pronephric duct	0
18hpf:epidermal	21hpf:pronephric duct	0
18hpf:epidermal (foxi3a+)	21hpf:pronephric duct	0
18hpf:floorplate	21hpf:pronephric duct	0
18hpf:gut	21hpf:pronephric duct	0
18hpf:hatching gland	21hpf:pronephric duct	0
18hpf:heart	21hpf:pronephric duct	0
18hpf:hindbrain dorsal	21hpf:pronephric duct	0
18hpf:hindbrain ventral	21hpf:pronephric duct	0
18hpf:ionocyte	21hpf:pronephric duct	0
18hpf:lateral line primordium	21hpf:pronephric duct	0
18hpf:lens placode	21hpf:pronephric duct	0
18hpf:macrophage	21hpf:pronephric duct	0
18hpf:midbrain	21hpf:pronephric duct	0
18hpf:myotome	21hpf:pronephric duct	0
18hpf:neural crest	21hpf:pronephric duct	0
18hpf:notochord	21hpf:pronephric duct	0
18hpf:olfactory placode	21hpf:pronephric duct	0
18hpf:optic cup	21hpf:pronephric duct	0
18hpf:optic primordia	21hpf:pronephric duct	0
18hpf:otic placode	21hpf:pronephric duct	0
18hpf:pectoral fin field	21hpf:pronephric duct	0
18hpf:periderm	21hpf:pronephric duct	0
18hpf:pharyngeal arch	21hpf:pronephric duct	0
18hpf:pronephric duct	21hpf:pronephric duct	1
18hpf:retinal pigmented epithelium	21hpf:pronephric duct	0
18hpf:spinal cord	21hpf:pronephric duct	0
18hpf:tailbud mesoderm	21hpf:pronephric duct	0
18hpf:telencephalon	21hpf:pronephric duct	0
18hpf:anterior neural ridge	21hpf:retinal pigmented epithelium	0
18hpf:blood island	21hpf:retinal pigmented epithelium	0
18hpf:diencephalon	21hpf:retinal pigmented epithelium	0
18hpf:differentiating neurons	21hpf:retinal pigmented epithelium	0
18hpf:endothelial	21hpf:retinal pigmented epithelium	0
18hpf:epidermal	21hpf:retinal pigmented epithelium	0
18hpf:epidermal (foxi3a+)	21hpf:retinal pigmented epithelium	0
18hpf:floorplate	21hpf:retinal pigmented epithelium	0
18hpf:gut	21hpf:retinal pigmented epithelium	0
18hpf:hatching gland	21hpf:retinal pigmented epithelium	0
18hpf:heart	21hpf:retinal pigmented epithelium	0
18hpf:hindbrain dorsal	21hpf:retinal pigmented epithelium	0
18hpf:hindbrain ventral	21hpf:retinal pigmented epithelium	0
18hpf:ionocyte	21hpf:retinal pigmented epithelium	0
18hpf:lateral line primordium	21hpf:retinal pigmented epithelium	0
18hpf:lens placode	21hpf:retinal pigmented epithelium	0
18hpf:macrophage	21hpf:retinal pigmented epithelium	0
18hpf:midbrain	21hpf:retinal pigmented epithelium	0
18hpf:myotome	21hpf:retinal pigmented epithelium	0
18hpf:neural crest	21hpf:retinal pigmented epithelium	0
18hpf:notochord	21hpf:retinal pigmented epithelium	0
18hpf:olfactory placode	21hpf:retinal pigmented epithelium	0
18hpf:optic cup	21hpf:retinal pigmented epithelium	0.0327272727272727
18hpf:optic primordia	21hpf:retinal pigmented epithelium	0.0363636363636364
18hpf:otic placode	21hpf:retinal pigmented epithelium	0
18hpf:pectoral fin field	21hpf:retinal pigmented epithelium	0
18hpf:periderm	21hpf:retinal pigmented epithelium	0
18hpf:pharyngeal arch	21hpf:retinal pigmented epithelium	0
18hpf:pronephric duct	21hpf:retinal pigmented epithelium	0
18hpf:retinal pigmented epithelium	21hpf:retinal pigmented epithelium	0.930909090909091
18hpf:spinal cord	21hpf:retinal pigmented epithelium	0
18hpf:tailbud mesoderm	21hpf:retinal pigmented epithelium	0
18hpf:telencephalon	21hpf:retinal pigmented epithelium	0
18hpf:anterior neural ridge	21hpf:roofplate	0
18hpf:blood island	21hpf:roofplate	0
18hpf:diencephalon	21hpf:roofplate	0
18hpf:differentiating neurons	21hpf:roofplate	0.03125
18hpf:endothelial	21hpf:roofplate	0
18hpf:epidermal	21hpf:roofplate	0
18hpf:epidermal (foxi3a+)	21hpf:roofplate	0
18hpf:floorplate	21hpf:roofplate	0
18hpf:gut	21hpf:roofplate	0
18hpf:hatching gland	21hpf:roofplate	0
18hpf:heart	21hpf:roofplate	0
18hpf:hindbrain dorsal	21hpf:roofplate	0.45625
18hpf:hindbrain ventral	21hpf:roofplate	0
18hpf:ionocyte	21hpf:roofplate	0
18hpf:lateral line primordium	21hpf:roofplate	0
18hpf:lens placode	21hpf:roofplate	0
18hpf:macrophage	21hpf:roofplate	0
18hpf:midbrain	21hpf:roofplate	0.25
18hpf:myotome	21hpf:roofplate	0
18hpf:neural crest	21hpf:roofplate	0.03125
18hpf:notochord	21hpf:roofplate	0
18hpf:olfactory placode	21hpf:roofplate	0
18hpf:optic cup	21hpf:roofplate	0
18hpf:optic primordia	21hpf:roofplate	0
18hpf:otic placode	21hpf:roofplate	0
18hpf:pectoral fin field	21hpf:roofplate	0
18hpf:periderm	21hpf:roofplate	0
18hpf:pharyngeal arch	21hpf:roofplate	0
18hpf:pronephric duct	21hpf:roofplate	0
18hpf:retinal pigmented epithelium	21hpf:roofplate	0
18hpf:spinal cord	21hpf:roofplate	0.08125
18hpf:tailbud mesoderm	21hpf:roofplate	0
18hpf:telencephalon	21hpf:roofplate	0.15
18hpf:anterior neural ridge	21hpf:spinal cord	0
18hpf:blood island	21hpf:spinal cord	0
18hpf:diencephalon	21hpf:spinal cord	0
18hpf:differentiating neurons	21hpf:spinal cord	0.276521739130435
18hpf:endothelial	21hpf:spinal cord	0
18hpf:epidermal	21hpf:spinal cord	0
18hpf:epidermal (foxi3a+)	21hpf:spinal cord	0
18hpf:floorplate	21hpf:spinal cord	0.000579710144927536
18hpf:gut	21hpf:spinal cord	0.00231884057971014
18hpf:hatching gland	21hpf:spinal cord	0
18hpf:heart	21hpf:spinal cord	0
18hpf:hindbrain dorsal	21hpf:spinal cord	0.00579710144927536
18hpf:hindbrain ventral	21hpf:spinal cord	0.0527536231884058
18hpf:ionocyte	21hpf:spinal cord	0
18hpf:lateral line primordium	21hpf:spinal cord	0
18hpf:lens placode	21hpf:spinal cord	0
18hpf:macrophage	21hpf:spinal cord	0
18hpf:midbrain	21hpf:spinal cord	0.0197101449275362
18hpf:myotome	21hpf:spinal cord	0.187246376811594
18hpf:neural crest	21hpf:spinal cord	0.00115942028985507
18hpf:notochord	21hpf:spinal cord	0
18hpf:olfactory placode	21hpf:spinal cord	0
18hpf:optic cup	21hpf:spinal cord	0.00115942028985507
18hpf:optic primordia	21hpf:spinal cord	0
18hpf:otic placode	21hpf:spinal cord	0
18hpf:pectoral fin field	21hpf:spinal cord	0
18hpf:periderm	21hpf:spinal cord	0
18hpf:pharyngeal arch	21hpf:spinal cord	0
18hpf:pronephric duct	21hpf:spinal cord	0
18hpf:retinal pigmented epithelium	21hpf:spinal cord	0
18hpf:spinal cord	21hpf:spinal cord	0.445217391304348
18hpf:tailbud mesoderm	21hpf:spinal cord	0.00753623188405797
18hpf:telencephalon	21hpf:spinal cord	0
18hpf:anterior neural ridge	21hpf:tailbud mesoderm	0
18hpf:blood island	21hpf:tailbud mesoderm	0
18hpf:diencephalon	21hpf:tailbud mesoderm	0
18hpf:differentiating neurons	21hpf:tailbud mesoderm	0
18hpf:endothelial	21hpf:tailbud mesoderm	0
18hpf:epidermal	21hpf:tailbud mesoderm	0.00317460317460317
18hpf:epidermal (foxi3a+)	21hpf:tailbud mesoderm	0
18hpf:floorplate	21hpf:tailbud mesoderm	0.000793650793650794
18hpf:gut	21hpf:tailbud mesoderm	0.00634920634920635
18hpf:hatching gland	21hpf:tailbud mesoderm	0
18hpf:heart	21hpf:tailbud mesoderm	0
18hpf:hindbrain dorsal	21hpf:tailbud mesoderm	0
18hpf:hindbrain ventral	21hpf:tailbud mesoderm	0
18hpf:ionocyte	21hpf:tailbud mesoderm	0
18hpf:lateral line primordium	21hpf:tailbud mesoderm	0
18hpf:lens placode	21hpf:tailbud mesoderm	0
18hpf:macrophage	21hpf:tailbud mesoderm	0
18hpf:midbrain	21hpf:tailbud mesoderm	0.000793650793650794
18hpf:myotome	21hpf:tailbud mesoderm	0.113492063492063
18hpf:neural crest	21hpf:tailbud mesoderm	0.00714285714285714
18hpf:notochord	21hpf:tailbud mesoderm	0
18hpf:olfactory placode	21hpf:tailbud mesoderm	0
18hpf:optic cup	21hpf:tailbud mesoderm	0
18hpf:optic primordia	21hpf:tailbud mesoderm	0
18hpf:otic placode	21hpf:tailbud mesoderm	0
18hpf:pectoral fin field	21hpf:tailbud mesoderm	0
18hpf:periderm	21hpf:tailbud mesoderm	0
18hpf:pharyngeal arch	21hpf:tailbud mesoderm	0
18hpf:pronephric duct	21hpf:tailbud mesoderm	0
